Material Novo;Material antigo;Texto breve material;Centro;Depósito;Lote;Quantidade;Valor Unitário;Valor Total;Unidade
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRCM;MR01;O.IMPORTED;12;R$ 38,00;R$ 456,00;Araçatuba
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRCO;MR01;O.IMPORTED;37;R$ 41,78;R$ 1.545,86;Barueri
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRCQ;MR01;O.IMPORTED;8;R$ 43,66;R$ 349,28;Campinas
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRCS;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Embu (SUL)
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRCV;MR01;O.IMPORTED;3;R$ 41,78;R$ 125,34;Jundiai (SALTO)
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRD0;MR01;O.IMPORTED;2;R$ 40,96;R$ 81,91;Presidente Prudente
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRD0;MR01;O.PURCHASE;8;R$ 43,66;R$ 349,29;Presidente Prudente
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRD2;MR01;O.PURCHASE;13;R$ 43,66;R$ 567,58;São José dos Campos
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRD3;MR01;O.IMPORTED;1;R$ 40,10;R$ 40,10;Suzano
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRD4;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Votorantim (SALTO)
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRD5;MR01;O.PURCHASE;5;R$ 43,66;R$ 218,29;Taubaté
50077875;20040593;"LUVA SEG;PE/PU;CZ;P;DANNY/DYFLEX7";BRD7;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Litoral - Praia Grande
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCM;MR01;O.IMPORTED;10;R$ 38,00;R$ 380,00;Araçatuba
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCN;MR01;O.PURCHASE;4;R$ 43,66;R$ 174,64;Araraquara
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCO;MR01;O.PURCHASE;11;R$ 43,66;R$ 480,26;Barueri
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCQ;MR01;O.IMPORTED;5;R$ 43,66;R$ 218,30;Campinas
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCQ;MR01;O.PURCHASE;12;R$ 43,66;R$ 523,92;Campinas
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCT;MR01;O.IMPORTED;6;R$ 33,47;R$ 200,79;Guarulhos
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCV;MR01;O.IMPORTED;2;R$ 42,33;R$ 84,66;Jundiai (SALTO)
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCV;MR01;O.PURCHASE;2;R$ 43,66;R$ 87,32;Jundiai (SALTO)
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCX;MR01;O.IMPORTED;7;R$ 38,03;R$ 266,18;Mauá
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCY;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Mogi Mirim
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCY;MR01;O.PURCHASE;16;R$ 43,66;R$ 698,55;Mogi Mirim
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRCZ;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Norte (Caieiras)
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRD0;MR01;O.IMPORTED;19;R$ 37,45;R$ 711,60;Presidente Prudente
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRD2;MR01;O.IMPORTED;1;R$ 38,00;R$ 38,00;São José dos Campos
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRD4;MR01;O.IMPORTED;17;R$ 41,49;R$ 705,29;Votorantim (SALTO)
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRD5;MR01;O.PURCHASE;2;R$ 43,66;R$ 87,31;Taubaté
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRD7;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Litoral - Praia Grande
50077876;20040594;"LUVA SEG;PE/PU;CZ;M;DANNY/DYFLEX8";BRD7;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Litoral - Praia Grande
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCM;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Araçatuba
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCM;MR01;O.PURCHASE;11;R$ 45,45;R$ 499,95;Araçatuba
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCN;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Araraquara
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCO;MR01;O.IMPORTED;3;R$ 37,34;R$ 112,02;Barueri
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCO;MR01;O.PURCHASE;12;R$ 45,45;R$ 545,40;Barueri
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCQ;MR01;O.PURCHASE;8;R$ 43,66;R$ 349,28;Campinas
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCS;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Embu (SUL)
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCT;MR01;O.IMPORTED;5;R$ 43,66;R$ 218,30;Guarulhos
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCV;MR01;O.IMPORTED;4;R$ 40,59;R$ 162,35;Jundiai (SALTO)
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCV;MR01;O.PURCHASE;14;R$ 45,32;R$ 634,51;Jundiai (SALTO)
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRCX;MR01;O.IMPORTED;3;R$ 33,87;R$ 101,61;Mauá
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD0;MR01;O.IMPORTED;19;R$ 42,05;R$ 798,92;Presidente Prudente
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD2;MR01;O.IMPORTED;38;R$ 33,68;R$ 1.279,79;São José dos Campos
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD3;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Suzano
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD3;MR01;O.PURCHASE;18;R$ 43,66;R$ 785,88;Suzano
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD4;MR01;O.IMPORTED;20;R$ 41,49;R$ 829,76;Votorantim (SALTO)
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD5;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Taubaté
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD7;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Litoral - Praia Grande
50077877;20040595;"LUVA SEG;PE/PU;CZ;G;DANNY/DYFLEX9";BRD7;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Litoral - Praia Grande
50077904;20040941;"LUVA SEG;PP/PU;DANNY/DYFLEXDA12500TAM6";BRCM;MR01;O.IMPORTED;14;R$ 46,53;R$ 651,37;Araçatuba
50077904;20040941;"LUVA SEG;PP/PU;DANNY/DYFLEXDA12500TAM6";BRCO;MR01;O.IMPORTED;16;R$ 41,78;R$ 668,48;Barueri
50077904;20040941;"LUVA SEG;PP/PU;DANNY/DYFLEXDA12500TAM6";BRD0;MR01;O.IMPORTED;19;R$ 38,00;R$ 722,00;Presidente Prudente
50077904;20040941;"LUVA SEG;PP/PU;DANNY/DYFLEXDA12500TAM6";BRD1;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50077904;20040941;"LUVA SEG;PP/PU;DANNY/DYFLEXDA12500TAM6";BRD3;MR01;O.IMPORTED;10;R$ 42,23;R$ 422,25;Suzano
50077904;20040941;"LUVA SEG;PP/PU;DANNY/DYFLEXDA12500TAM6";BRD4;MR01;O.IMPORTED;37;R$ 38,96;R$ 1.441,52;Votorantim (SALTO)
50077904;20040941;"LUVA SEG;PP/PU;DANNY/DYFLEXDA12500TAM6";BRD5;MR01;O.IMPORTED;14;R$ 39,82;R$ 557,42;Taubaté
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRCO;MR01;O.IMPORTED;73;R$ 33,17;R$ 2.421,52;Barueri
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRCQ;MR01;O.IMPORTED;3;R$ 43,66;R$ 130,98;Campinas
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRCQ;MR01;O.PURCHASE;12;R$ 43,66;R$ 523,92;Campinas
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRCR;MR01;O.PURCHASE;23;R$ 44,71;R$ 1.028,36;Diadema
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRCT;MR01;O.IMPORTED;4;R$ 38,00;R$ 152,00;Guarulhos
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRCX;MR01;O.IMPORTED;2;R$ 38,03;R$ 76,06;Mauá
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRCX;MR01;O.PURCHASE;16;R$ 45,45;R$ 727,20;Mauá
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD0;MR01;O.PURCHASE;15;R$ 43,66;R$ 654,90;Presidente Prudente
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD1;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD2;MR01;O.IMPORTED;5;R$ 37,30;R$ 186,52;São José dos Campos
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD3;MR01;O.IMPORTED;4;R$ 43,66;R$ 174,64;Suzano
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD3;MR01;O.PURCHASE;11;R$ 43,66;R$ 480,26;Suzano
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD4;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Votorantim (SALTO)
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD5;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Taubaté
50077905;20040942;"LUVA SEG;PP/PU;CZ;GG;20CM;DANNY/C";BRD7;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Litoral - Praia Grande
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRCM;MR01;O.PURCHASE;15;R$ 60,54;R$ 908,15;Araçatuba
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRCN;MR01;O.PURCHASE;20;R$ 62,07;R$ 1.241,42;Araraquara
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRCO;MR01;O.PURCHASE;30;R$ 59,62;R$ 1.788,71;Barueri
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRCT;MR01;O.PURCHASE;18;R$ 63,55;R$ 1.143,81;Guarulhos
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRCV;MR01;O.PURCHASE;42;R$ 63,23;R$ 2.655,70;Jundiai (SALTO)
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRCX;MR01;O.PURCHASE;7;R$ 60,08;R$ 420,56;Mauá
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRCY;MR01;O.PURCHASE;15;R$ 59,83;R$ 897,49;Mogi Mirim
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRCZ;MR01;O.PURCHASE;8;R$ 59,74;R$ 477,88;Norte (Caieiras)
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRD0;MR01;O.PURCHASE;24;R$ 61,02;R$ 1.464,59;Presidente Prudente
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRD1;MR01;O.PURCHASE;14;R$ 58,58;R$ 820,10;Ribeirão Preto
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRD2;MR01;O.PURCHASE;12;R$ 59,10;R$ 709,14;São José dos Campos
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRD3;MR01;O.PURCHASE;4;R$ 59,95;R$ 239,79;Suzano
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRD4;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Votorantim (SALTO)
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRD5;MR01;O.PURCHASE;6;R$ 58,83;R$ 352,95;Taubaté
50078218;20041859;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM G";BRD7;MR01;O.PURCHASE;23;R$ 64,40;R$ 1.481,15;Litoral - Praia Grande
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCM;MR01;O.PURCHASE;26;R$ 221,33;R$ 5.754,47;Araçatuba
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCN;MR01;O.PURCHASE;30;R$ 259,35;R$ 7.780,43;Araraquara
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCO;MR01;O.PURCHASE;30;R$ 223,22;R$ 6.696,54;Barueri
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCR;MR01;O.PURCHASE;29;R$ 225,32;R$ 6.534,41;Diadema
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCS;MR01;O.PURCHASE;60;R$ 229,77;R$ 13.786,46;Embu (SUL)
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCT;MR01;O.PURCHASE;25;R$ 222,89;R$ 5.572,35;Guarulhos
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCU;MR01;O.PURCHASE;29;R$ 253,02;R$ 7.337,56;Jaú
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCV;MR01;O.PURCHASE;30;R$ 225,32;R$ 6.759,72;Jundiai (SALTO)
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCX;MR01;O.PURCHASE;24;R$ 219,87;R$ 5.276,98;Mauá
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCY;MR01;O.PURCHASE;10;R$ 236,98;R$ 2.369,77;Mogi Mirim
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRCZ;MR01;O.PURCHASE;30;R$ 239,74;R$ 7.192,09;Norte (Caieiras)
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRD0;MR01;O.PURCHASE;60;R$ 248,37;R$ 14.902,01;Presidente Prudente
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRD1;MR01;O.PURCHASE;55;R$ 247,87;R$ 13.632,98;Ribeirão Preto
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRD4;MR01;O.PURCHASE;50;R$ 229,26;R$ 11.462,84;Votorantim (SALTO)
50078223;20041869;"CALCA SEG;JEANS;AZ MAR;TAM 36;S/FORR;FEM";BRD7;MR01;O.PURCHASE;28;R$ 229,70;R$ 6.431,70;Litoral - Praia Grande
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCM;MR01;O.PURCHASE;19;R$ 60,54;R$ 1.150,32;Araçatuba
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCN;MR01;O.PURCHASE;6;R$ 63,23;R$ 379,40;Araraquara
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCO;MR01;O.PURCHASE;46;R$ 58,54;R$ 2.692,86;Barueri
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCR;MR01;O.PURCHASE;16;R$ 59,40;R$ 950,41;Diadema
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCT;MR01;O.PURCHASE;13;R$ 66,86;R$ 869,17;Guarulhos
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCU;MR01;O.PURCHASE;13;R$ 62,42;R$ 811,44;Jaú
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCV;MR01;O.PURCHASE;32;R$ 48,34;R$ 1.546,76;Jundiai (SALTO)
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCX;MR01;O.PURCHASE;9;R$ 58,43;R$ 525,88;Mauá
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCY;MR01;O.PURCHASE;15;R$ 59,83;R$ 897,49;Mogi Mirim
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRCZ;MR01;O.PURCHASE;11;R$ 59,73;R$ 657,08;Norte (Caieiras)
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRD0;MR01;O.PURCHASE;19;R$ 61,02;R$ 1.159,47;Presidente Prudente
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRD1;MR01;O.PURCHASE;17;R$ 58,58;R$ 995,84;Ribeirão Preto
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRD2;MR01;O.PURCHASE;11;R$ 59,09;R$ 650,04;São José dos Campos
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRD3;MR01;O.PURCHASE;9;R$ 59,22;R$ 532,95;Suzano
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRD4;MR01;O.PURCHASE;20;R$ 61,26;R$ 1.225,27;Votorantim (SALTO)
50078227;20041890;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM GG";BRD7;MR01;O.PURCHASE;27;R$ 64,40;R$ 1.738,75;Litoral - Praia Grande
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCM;MR01;O.PURCHASE;27;R$ 52,14;R$ 1.407,86;Araçatuba
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCN;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Araraquara
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCO;MR01;O.PURCHASE;30;R$ 55,03;R$ 1.650,76;Barueri
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCR;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Diadema
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCS;MR01;O.PURCHASE;4;R$ 59,93;R$ 239,73;Embu (SUL)
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCT;MR01;O.PURCHASE;19;R$ 63,67;R$ 1.209,74;Guarulhos
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCU;MR01;O.PURCHASE;22;R$ 62,42;R$ 1.373,21;Jaú
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCV;MR01;O.PURCHASE;42;R$ 66,65;R$ 2.799,36;Jundiai (SALTO)
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCX;MR01;O.PURCHASE;55;R$ 70,46;R$ 3.875,53;Mauá
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCY;MR01;O.PURCHASE;10;R$ 42,13;R$ 421,27;Mogi Mirim
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRCZ;MR01;O.PURCHASE;17;R$ 59,73;R$ 1.015,49;Norte (Caieiras)
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRD0;MR01;O.PURCHASE;6;R$ 61,03;R$ 366,15;Presidente Prudente
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRD2;MR01;O.PURCHASE;13;R$ 59,10;R$ 768,24;São José dos Campos
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRD3;MR01;O.PURCHASE;1;R$ 58,91;R$ 58,91;Suzano
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRD4;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Votorantim (SALTO)
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRD5;MR01;O.PURCHASE;17;R$ 58,82;R$ 1.000,02;Taubaté
50078228;20041891;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM M";BRD7;MR01;O.PURCHASE;14;R$ 57,46;R$ 804,50;Litoral - Praia Grande
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCM;MR01;O.PURCHASE;24;R$ 60,54;R$ 1.453,04;Araçatuba
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCN;MR01;O.PURCHASE;9;R$ 63,23;R$ 569,09;Araraquara
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCO;MR01;O.PURCHASE;25;R$ 62,52;R$ 1.563,07;Barueri
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCR;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Diadema
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCS;MR01;O.PURCHASE;3;R$ 59,93;R$ 179,80;Embu (SUL)
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCT;MR01;O.PURCHASE;25;R$ 61,88;R$ 1.546,97;Guarulhos
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCU;MR01;O.PURCHASE;20;R$ 62,42;R$ 1.248,38;Jaú
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCV;MR01;O.PURCHASE;43;R$ 64,18;R$ 2.759,64;Jundiai (SALTO)
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCX;MR01;O.PURCHASE;13;R$ 69,72;R$ 906,38;Mauá
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRCZ;MR01;O.PURCHASE;22;R$ 59,74;R$ 1.314,17;Norte (Caieiras)
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRD0;MR01;O.PURCHASE;29;R$ 61,02;R$ 1.769,72;Presidente Prudente
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRD1;MR01;O.PURCHASE;9;R$ 58,58;R$ 527,21;Ribeirão Preto
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRD2;MR01;O.PURCHASE;17;R$ 59,10;R$ 1.004,63;São José dos Campos
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRD3;MR01;O.PURCHASE;14;R$ 59,65;R$ 835,11;Suzano
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRD4;MR01;O.PURCHASE;16;R$ 62,31;R$ 996,90;Votorantim (SALTO)
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRD5;MR01;O.PURCHASE;9;R$ 58,82;R$ 529,42;Taubaté
50078229;20041892;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM P";BRD7;MR01;O.PURCHASE;13;R$ 65,27;R$ 848,52;Litoral - Praia Grande
50078230;20041893;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM PP";BRCR;MR01;O.PURCHASE;8;R$ 89,97;R$ 719,77;Diadema
50078230;20041893;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM PP";BRD3;MR01;O.PURCHASE;9;R$ 50,30;R$ 452,74;Suzano
50078231;20041894;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM XG";BRCM;MR01;O.PURCHASE;19;R$ 68,67;R$ 1.304,70;Araçatuba
50078231;20041894;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM XG";BRCN;MR01;O.PURCHASE;25;R$ 109,25;R$ 2.731,32;Araraquara
50078231;20041894;"CAMISETA;FEM;CT;50 ALG/50 PES;PT;TAM XG";BRCO;MR01;O.PURCHASE;25;R$ 56,77;R$ 1.419,37;Barueri
