Material Novo;Material antigo;Texto breve material;Centro;Depósito;Lote;Quantidade;Valor Unitário;Valor Total;Unidade
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRCT;MR01;O.PURCHASE;69,000;R$ 8,05;R$ 555,45;Guarulhos
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRCU;MR01;O.IMPORTED;70,000;R$ 7,44;R$ 520,75;Jaú
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRCV;MR01;O.IMPORTED;17,000;R$ 7,44;R$ 126,47;Jundiai (SALTO)
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRCV;MR01;O.PURCHASE;82,000;R$ 8,37;R$ 686,54;Jundiai (SALTO)
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRCX;MR01;O.IMPORTED;25,000;R$ 7,46;R$ 186,42;Mauá
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRCY;MR01;O.IMPORTED;50,000;R$ 7,43;R$ 371,74;Mogi Mirim
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRD0;MR01;O.IMPORTED;6,000;R$ 7,44;R$ 44,64;Presidente Prudente
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRD0;MR01;O.PURCHASE;66,000;R$ 8,38;R$ 553,08;Presidente Prudente
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRD2;MR01;O.IMPORTED;2,000;R$ 7,59;R$ 15,17;São José dos Campos
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRD2;MR01;O.PURCHASE;43,000;R$ 8,05;R$ 346,15;São José dos Campos
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRD3;MR01;O.IMPORTED;24,000;R$ 7,45;R$ 178,70;Suzano
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRD5;MR01;O.IMPORTED;27,000;R$ 7,59;R$ 204,84;Taubaté
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRD7;MR01;O.IMPORTED;11,000;R$ 7,44;R$ 81,85;Litoral - Praia Grande
50083995;20002819;ÓCULOS AMPLA VISÃO USO VISITANTES-TAM.UN;BRD7;MR01;O.PURCHASE;41,000;R$ 8,37;R$ 343,07;Litoral - Praia Grande
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCM;MR01;O.PURCHASE;4;R$ 25,63;R$ 102,53;Araçatuba
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCN;MR01;O.PURCHASE;2;R$ 78,31;R$ 156,61;Araraquara
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCR;MR01;O.PURCHASE;1;R$ 118,67;R$ 118,67;Diadema
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCS;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Embu (SUL)
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCT;MR01;O.IMPORTED;5;R$ 79,20;R$ 396,00;Guarulhos
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCV;MR01;O.IMPORTED;2;R$ 70,47;R$ 140,94;Jundiai (SALTO)
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCV;MR01;O.PURCHASE;1;R$ 89,70;R$ 89,70;Jundiai (SALTO)
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCX;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Mauá
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRCY;MR01;O.IMPORTED;2;R$ 86,62;R$ 173,23;Mogi Mirim
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRD0;MR01;O.PURCHASE;1;R$ 29,90;R$ 29,90;Presidente Prudente
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50083996;20002824;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM33";BRD2;MR01;O.PURCHASE;1;R$ 89,32;R$ 89,32;São José dos Campos
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRCR;MR01;O.PURCHASE;5;R$ 98,05;R$ 490,27;Diadema
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRCS;MR01;O.IMPORTED;1;R$ 64,39;R$ 64,39;Embu (SUL)
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRCS;MR01;O.PURCHASE;1;R$ 98,81;R$ 98,81;Embu (SUL)
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRCV;MR01;O.PURCHASE;5;R$ 85,57;R$ 427,83;Jundiai (SALTO)
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRCX;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Mauá
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRCY;MR01;O.PURCHASE;7;R$ 79,13;R$ 553,93;Mogi Mirim
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRD1;MR01;O.IMPORTED;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50083997;20002825;"BOTINA SEG;PT;50B19CPAPHIDROFUGADONUM34";BRD2;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;São José dos Campos
50084001;0;JAQUETA MOTOCICLISTA AZUL(C/FORRO)-TAM G;BRD1;MR01;O.PURCHASE;14,000;R$ 320,05;R$ 4.480,66;Ribeirão Preto
50084003;20002843;"BOTINA;BIQ.COMPOSITE PALM ANTIPERF-TAM48";BRCT;MR01;O.IMPORTED;3;R$ 79,20;R$ 237,60;Guarulhos
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRCN;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Araraquara
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRCQ;MR01;O.PURCHASE;5,000;R$ 89,42;R$ 447,11;Campinas
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRCT;MR01;O.PURCHASE;1,000;R$ 188,60;R$ 188,60;Guarulhos
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRCU;MR01;O.PURCHASE;7,000;R$ 112,75;R$ 789,25;Jaú
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRCV;MR01;O.PURCHASE;5,000;R$ 34,96;R$ 174,78;Jundiai (SALTO)
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRCX;MR01;O.PURCHASE;24,000;R$ 35,16;R$ 843,86;Mauá
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRD1;MR01;O.PURCHASE;3,000;R$ 36,64;R$ 109,91;Ribeirão Preto
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRD4;MR01;O.PURCHASE;30,000;R$ 57,20;R$ 1.716,01;Votorantim (SALTO)
50084021;20002868;"CAMISA;CINZA;TAM PP;MANG CURT;";BRD7;MR01;O.PURCHASE;2,000;R$ 32,53;R$ 65,05;Litoral - Praia Grande
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRCM;MR01;O.PURCHASE;8,000;R$ 84,48;R$ 675,84;Araçatuba
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRCN;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Araraquara
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRCQ;MR01;O.PURCHASE;15,000;R$ 75,24;R$ 1.128,60;Campinas
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRCT;MR01;O.PURCHASE;8,000;R$ 31,53;R$ 252,22;Guarulhos
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRCU;MR01;O.PURCHASE;33,000;R$ 28,20;R$ 930,64;Jaú
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRCX;MR01;O.PURCHASE;22,000;R$ 35,29;R$ 776,36;Mauá
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRD0;MR01;O.PURCHASE;1,000;R$ 27,03;R$ 27,03;Presidente Prudente
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRD1;MR01;O.PURCHASE;4,000;R$ 27,53;R$ 110,13;Ribeirão Preto
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRD3;MR01;O.PURCHASE;4,000;R$ 93,69;R$ 374,77;Suzano
50084022;20002869;"CAMISA;CINZA;TAM P;MANG CURT;";BRD4;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Votorantim (SALTO)
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRCN;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Araraquara
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRCT;MR01;O.PURCHASE;1,000;R$ 39,61;R$ 39,61;Guarulhos
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRCU;MR01;O.PURCHASE;9,000;R$ 19,98;R$ 179,83;Jaú
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRCV;MR01;O.PURCHASE;6,000;R$ 252,79;R$ 1.516,76;Jundiai (SALTO)
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRCX;MR01;O.PURCHASE;10,000;R$ 35,16;R$ 351,61;Mauá
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRD0;MR01;O.PURCHASE;6,000;R$ 73,41;R$ 440,48;Presidente Prudente
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRD4;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Votorantim (SALTO)
50084023;20002870;"CAMISA;CINZA;TAM M;MANG CURT;";BRD7;MR01;O.PURCHASE;13,000;R$ 53,89;R$ 700,54;Litoral - Praia Grande
50084024;20002871;"CAMISA;UNIS;100PCT PES;CZ;TAM G;C/LOGO";BRCM;MR01;O.PURCHASE;6,000;R$ 101,97;R$ 611,83;Araçatuba
50084024;20002871;"CAMISA;UNIS;100PCT PES;CZ;TAM G;C/LOGO";BRCN;MR01;O.PURCHASE;10,000;R$ 102,78;R$ 1.027,78;Araraquara
50084024;20002871;"CAMISA;UNIS;100PCT PES;CZ;TAM G;C/LOGO";BRCT;MR01;O.PURCHASE;2,000;R$ 103,21;R$ 206,41;Guarulhos
50084024;20002871;"CAMISA;UNIS;100PCT PES;CZ;TAM G;C/LOGO";BRCX;MR01;O.PURCHASE;6,000;R$ 33,50;R$ 200,98;Mauá
50084024;20002871;"CAMISA;UNIS;100PCT PES;CZ;TAM G;C/LOGO";BRD0;MR01;O.PURCHASE;10,000;R$ 31,82;R$ 318,19;Presidente Prudente
50084024;20002871;"CAMISA;UNIS;100PCT PES;CZ;TAM G;C/LOGO";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50084024;20002871;"CAMISA;UNIS;100PCT PES;CZ;TAM G;C/LOGO";BRD7;MR01;O.PURCHASE;4,000;R$ 31,12;R$ 124,49;Litoral - Praia Grande
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRCM;MR01;O.PURCHASE;11,000;R$ 33,49;R$ 368,44;Araçatuba
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRCN;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Araraquara
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRCT;MR01;O.PURCHASE;3,000;R$ 74,42;R$ 223,27;Guarulhos
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRCU;MR01;O.PURCHASE;4,000;R$ 29,47;R$ 117,87;Jaú
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRCV;MR01;O.PURCHASE;6,000;R$ 111,29;R$ 667,74;Jundiai (SALTO)
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRCX;MR01;O.PURCHASE;23,000;R$ 35,16;R$ 808,70;Mauá
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRCY;MR01;O.PURCHASE;11,000;R$ 9,30;R$ 102,25;Mogi Mirim
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRD0;MR01;O.PURCHASE;15,000;R$ 20,43;R$ 306,49;Presidente Prudente
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRD1;MR01;O.PURCHASE;4,000;R$ 31,15;R$ 124,58;Ribeirão Preto
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRD3;MR01;O.PURCHASE;9,000;R$ 91,73;R$ 825,59;Suzano
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRD4;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Votorantim (SALTO)
50084025;20002872;"CAMISA;CINZA;TAM GG;MANG CURT;";BRD7;MR01;O.PURCHASE;17,000;R$ 26,12;R$ 444,10;Litoral - Praia Grande
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRCM;MR01;O.PURCHASE;5,000;R$ 30,02;R$ 150,09;Araçatuba
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRCN;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Araraquara
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRCT;MR01;O.PURCHASE;3,000;R$ 113,54;R$ 340,61;Guarulhos
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRCU;MR01;O.PURCHASE;1,000;R$ 173,87;R$ 173,87;Jaú
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRCX;MR01;O.PURCHASE;25,000;R$ 36,12;R$ 903,00;Mauá
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRCY;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mogi Mirim
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRCZ;MR01;O.PURCHASE;10,000;R$ 46,07;R$ 460,69;Norte (Caieiras)
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRD0;MR01;O.PURCHASE;13,000;R$ 15,24;R$ 198,18;Presidente Prudente
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRD1;MR01;O.PURCHASE;4,000;R$ 30,29;R$ 121,14;Ribeirão Preto
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRD3;MR01;O.PURCHASE;17,000;R$ 79,01;R$ 1.343,18;Suzano
50084026;20002873;"CAMISA;CINZA;TAM EXG;MANG CURT;";BRD7;MR01;O.PURCHASE;9,000;R$ 30,28;R$ 272,50;Litoral - Praia Grande
50084027;20002874;"CAMISA;MASC;SUP.ARM.;AZUL;TAM PP;M/C;";BRCN;MR01;O.PURCHASE;12,000;R$ 34,55;R$ 414,61;Araraquara
50084027;20002874;"CAMISA;MASC;SUP.ARM.;AZUL;TAM PP;M/C;";BRCY;MR01;O.PURCHASE;2,000;R$ 21,78;R$ 43,55;Mogi Mirim
50084027;20002874;"CAMISA;MASC;SUP.ARM.;AZUL;TAM PP;M/C;";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50084027;20002874;"CAMISA;MASC;SUP.ARM.;AZUL;TAM PP;M/C;";BRD4;MR01;O.PURCHASE;3,000;R$ 37,02;R$ 111,05;Votorantim (SALTO)
50084028;20002875;"CAMISA;MASC;SUP.ARM.;AZUL;TAM P;M/C;";BRCM;MR01;O.PURCHASE;7,000;R$ 34,15;R$ 239,03;Araçatuba
50084028;20002875;"CAMISA;MASC;SUP.ARM.;AZUL;TAM P;M/C;";BRCN;MR01;O.PURCHASE;3,000;R$ 35,16;R$ 105,48;Araraquara
50084028;20002875;"CAMISA;MASC;SUP.ARM.;AZUL;TAM P;M/C;";BRCR;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Diadema
50084028;20002875;"CAMISA;MASC;SUP.ARM.;AZUL;TAM P;M/C;";BRCY;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mogi Mirim
50084028;20002875;"CAMISA;MASC;SUP.ARM.;AZUL;TAM P;M/C;";BRD0;MR01;O.PURCHASE;7,000;R$ 38,27;R$ 267,91;Presidente Prudente
50084028;20002875;"CAMISA;MASC;SUP.ARM.;AZUL;TAM P;M/C;";BRD1;MR01;O.PURCHASE;2,000;R$ 32,22;R$ 64,43;Ribeirão Preto
50084028;20002875;"CAMISA;MASC;SUP.ARM.;AZUL;TAM P;M/C;";BRD7;MR01;O.PURCHASE;6,000;R$ 71,03;R$ 426,18;Litoral - Praia Grande
50084029;20002876;"CAMISA;MASC;SUP.ARM.;AZUL;TAM M;M/C;";BRCN;MR01;O.PURCHASE;7,000;R$ 45,99;R$ 321,91;Araraquara
50084029;20002876;"CAMISA;MASC;SUP.ARM.;AZUL;TAM M;M/C;";BRCQ;MR01;O.PURCHASE;7,000;R$ 32,90;R$ 230,32;Campinas
50084029;20002876;"CAMISA;MASC;SUP.ARM.;AZUL;TAM M;M/C;";BRCR;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Diadema
50084029;20002876;"CAMISA;MASC;SUP.ARM.;AZUL;TAM M;M/C;";BRCX;MR01;O.PURCHASE;1,000;R$ 36,23;R$ 36,23;Mauá
50084029;20002876;"CAMISA;MASC;SUP.ARM.;AZUL;TAM M;M/C;";BRD0;MR01;O.PURCHASE;8,000;R$ 23,51;R$ 188,10;Presidente Prudente
50084029;20002876;"CAMISA;MASC;SUP.ARM.;AZUL;TAM M;M/C;";BRD1;MR01;O.PURCHASE;3,000;R$ 76,79;R$ 230,36;Ribeirão Preto
50084030;20002877;"CAMISA;MASC;SUP.ARM.;AZUL;TAM G;M/C;";BRCN;MR01;O.PURCHASE;7,000;R$ 38,02;R$ 266,17;Araraquara
50084030;20002877;"CAMISA;MASC;SUP.ARM.;AZUL;TAM G;M/C;";BRCQ;MR01;O.PURCHASE;1,000;R$ 36,85;R$ 36,85;Campinas
50084030;20002877;"CAMISA;MASC;SUP.ARM.;AZUL;TAM G;M/C;";BRCY;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mogi Mirim
50084030;20002877;"CAMISA;MASC;SUP.ARM.;AZUL;TAM G;M/C;";BRD0;MR01;O.PURCHASE;5,000;R$ 59,37;R$ 296,87;Presidente Prudente
50084030;20002877;"CAMISA;MASC;SUP.ARM.;AZUL;TAM G;M/C;";BRD1;MR01;O.PURCHASE;17,000;R$ 40,23;R$ 683,84;Ribeirão Preto
50084030;20002877;"CAMISA;MASC;SUP.ARM.;AZUL;TAM G;M/C;";BRD4;MR01;O.PURCHASE;4,000;R$ 37,46;R$ 149,84;Votorantim (SALTO)
50084030;20002877;"CAMISA;MASC;SUP.ARM.;AZUL;TAM G;M/C;";BRD7;MR01;O.PURCHASE;9,000;R$ 42,55;R$ 382,94;Litoral - Praia Grande
50084031;20002878;"CAMISA;MASC;SUP.ARM.;AZUL;TAM GG;M/C;";BRCM;MR01;O.PURCHASE;12,000;R$ 31,04;R$ 372,51;Araçatuba
50084031;20002878;"CAMISA;MASC;SUP.ARM.;AZUL;TAM GG;M/C;";BRCN;MR01;O.PURCHASE;7,000;R$ 39,50;R$ 276,48;Araraquara
50084031;20002878;"CAMISA;MASC;SUP.ARM.;AZUL;TAM GG;M/C;";BRCQ;MR01;O.PURCHASE;10,000;R$ 25,10;R$ 250,95;Campinas
50084031;20002878;"CAMISA;MASC;SUP.ARM.;AZUL;TAM GG;M/C;";BRCY;MR01;O.PURCHASE;1,000;R$ 35,33;R$ 35,33;Mogi Mirim
50084031;20002878;"CAMISA;MASC;SUP.ARM.;AZUL;TAM GG;M/C;";BRD0;MR01;O.PURCHASE;28,000;R$ 64,30;R$ 1.800,33;Presidente Prudente
50084031;20002878;"CAMISA;MASC;SUP.ARM.;AZUL;TAM GG;M/C;";BRD1;MR01;O.PURCHASE;9,000;R$ 38,87;R$ 349,80;Ribeirão Preto
50084031;20002878;"CAMISA;MASC;SUP.ARM.;AZUL;TAM GG;M/C;";BRD4;MR01;O.PURCHASE;3,000;R$ 37,02;R$ 111,05;Votorantim (SALTO)
50084031;20002878;"CAMISA;MASC;SUP.ARM.;AZUL;TAM GG;M/C;";BRD7;MR01;O.PURCHASE;10,000;R$ 46,32;R$ 463,24;Litoral - Praia Grande
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRCM;MR01;O.PURCHASE;7,000;R$ 34,15;R$ 239,03;Araçatuba
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRCN;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Araraquara
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRCQ;MR01;O.PURCHASE;2,000;R$ 29,89;R$ 59,77;Campinas
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRCR;MR01;O.PURCHASE;3,000;R$ 85,50;R$ 256,50;Diadema
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRCY;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Mogi Mirim
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRCZ;MR01;O.PURCHASE;4,000;R$ 41,14;R$ 164,55;Norte (Caieiras)
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRD0;MR01;O.PURCHASE;1,000;R$ 15,06;R$ 15,06;Presidente Prudente
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRD1;MR01;O.PURCHASE;3,000;R$ 37,60;R$ 112,80;Ribeirão Preto
50084032;20002879;"CAMISA;MASC;SUP.ARM.;AZUL;TAM EXG;M/C;";BRD7;MR01;O.PURCHASE;5,000;R$ 46,61;R$ 233,04;Litoral - Praia Grande
50084033;20002880;"CAMISA;BRIGADA;VM;TAM PP;MC;";BRD7;MR01;O.PURCHASE;1,000;R$ 26,32;R$ 26,32;Litoral - Praia Grande
50084034;20002881;"CAMISA;BRIGADA;VM;TAM P;MC;";BRCM;MR01;O.PURCHASE;4,000;R$ 32,28;R$ 129,10;Araçatuba
50084034;20002881;"CAMISA;BRIGADA;VM;TAM P;MC;";BRCU;MR01;O.PURCHASE;2,000;R$ 42,18;R$ 84,35;Jaú
50084034;20002881;"CAMISA;BRIGADA;VM;TAM P;MC;";BRCX;MR01;O.PURCHASE;1,000;R$ 70,83;R$ 70,83;Mauá
50084034;20002881;"CAMISA;BRIGADA;VM;TAM P;MC;";BRD0;MR01;O.PURCHASE;6,000;R$ 124,58;R$ 747,50;Presidente Prudente
50084034;20002881;"CAMISA;BRIGADA;VM;TAM P;MC;";BRD3;MR01;O.PURCHASE;5,000;R$ 63,18;R$ 315,92;Suzano
50084034;20002881;"CAMISA;BRIGADA;VM;TAM P;MC;";BRD5;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Taubaté
50084034;20002881;"CAMISA;BRIGADA;VM;TAM P;MC;";BRD7;MR01;O.PURCHASE;12,000;R$ 72,18;R$ 866,20;Litoral - Praia Grande
50084035;20002882;"CAMISA;BRIGADA;VM;TAM M;MC;";BRCQ;MR01;O.PURCHASE;5,000;R$ 55,01;R$ 275,07;Campinas
50084035;20002882;"CAMISA;BRIGADA;VM;TAM M;MC;";BRCR;MR01;O.PURCHASE;1,000;R$ 108,01;R$ 108,01;Diadema
50084035;20002882;"CAMISA;BRIGADA;VM;TAM M;MC;";BRCU;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Jaú
50084035;20002882;"CAMISA;BRIGADA;VM;TAM M;MC;";BRCX;MR01;O.PURCHASE;3,000;R$ 80,28;R$ 240,83;Mauá
50084035;20002882;"CAMISA;BRIGADA;VM;TAM M;MC;";BRD0;MR01;O.PURCHASE;4,000;R$ 81,02;R$ 324,08;Presidente Prudente
50084035;20002882;"CAMISA;BRIGADA;VM;TAM M;MC;";BRD3;MR01;O.PURCHASE;7,000;R$ 133,10;R$ 931,70;Suzano
50084035;20002882;"CAMISA;BRIGADA;VM;TAM M;MC;";BRD7;MR01;O.PURCHASE;2,000;R$ 61,86;R$ 123,72;Litoral - Praia Grande
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRCM;MR01;O.PURCHASE;3,000;R$ 106,78;R$ 320,35;Araçatuba
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRCQ;MR01;O.PURCHASE;3,000;R$ 57,32;R$ 171,97;Campinas
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRCR;MR01;O.PURCHASE;11,000;R$ 144,46;R$ 1.589,07;Diadema
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRCU;MR01;O.PURCHASE;5,000;R$ 41,36;R$ 206,82;Jaú
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRCX;MR01;O.PURCHASE;2,000;R$ 70,77;R$ 141,53;Mauá
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRD0;MR01;O.PURCHASE;1,000;R$ 162,94;R$ 162,94;Presidente Prudente
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRD3;MR01;O.PURCHASE;2,000;R$ 175,79;R$ 351,58;Suzano
50084036;20002883;"CAMISA;BRIGADA;VM;TAM; G;MC;";BRD7;MR01;O.PURCHASE;3,000;R$ 73,51;R$ 220,53;Litoral - Praia Grande
50084037;20002884;"CAMISA;BRIGADA;VM;TAM; GG;MC;";BRCM;MR01;O.PURCHASE;8,000;R$ 16,20;R$ 129,61;Araçatuba
50084037;20002884;"CAMISA;BRIGADA;VM;TAM; GG;MC;";BRCQ;MR01;O.PURCHASE;7,000;R$ 55,01;R$ 385,10;Campinas
50084037;20002884;"CAMISA;BRIGADA;VM;TAM; GG;MC;";BRCX;MR01;O.PURCHASE;1,000;R$ 103,52;R$ 103,52;Mauá
50084037;20002884;"CAMISA;BRIGADA;VM;TAM; GG;MC;";BRD1;MR01;O.PURCHASE;0;R$ 0,00;R$ 0,00;Ribeirão Preto
50084037;20002884;"CAMISA;BRIGADA;VM;TAM; GG;MC;";BRD3;MR01;O.PURCHASE;4,000;R$ 52,22;R$ 208,89;Suzano
